NAME,DATE,PLANETDISCMETH,MASS,SEP,DIST
Kepler-9 d,2010,Transit,0.0121773,0.0266925,
Kepler-49 b,2011,Transit,0.0224607,0.0598092,
WASP-67 b,2012,Transit,0.41931,0.0517914,225.002
HD 147018 c,2010,RV,6.59355,1.92274,42.9553
Kepler-32 b,2011,Transit,0.0165128,0.0520435,303
HD 92788 b,2001,RV,3.56392,0.951142,35.461
Kepler-83 c,2012,Transit,0.0181548,0.125924,
CoRoT-26 b,2013,Transit,0.479479,0.052477,1670
HAT-P-12 b,2009,Transit,0.210804,0.0383737,142.5
Kepler-178 c,2014,Transit,0.0248763,0.146843,
Kepler-82 d,2014,Transit,0.0130508,0.0349155,
HD 114613 b,2014,RV,0.506039,5.3109,20.6697
Kepler-130 d,2014,Transit,0.0121773,0.385778,
HD 154857 b,2004,RV,2.24797,1.2912,64.2261
Kepler-355 b,2014,Transit,0.0107805,0.0969854,
Kepler-220 c,2014,Transit,0.0117295,0.0848919,
Kepler-243 b,2014,Transit,0.0190864,0.0625614,
Kepler-297 b,2014,Transit,0.0247188,0.224576,
Kepler-220 b,2014,Transit,0.00137963,0.05062,
Kepler-245 c,2014,Transit,0.0163243,0.131719,
Kepler-25 c,2011,Transit,0.0899033,0.113014,
HD 163607 b,2012,RV,0.768857,0.359201,68.9998
HATS-2 b,2013,Transit,1.34915,0.0229834,360
HD 19994 b,2004,RV,1.32681,1.30567,22.5785
WASP-29 b,2010,Transit,0.242991,0.0456587,70
OGLE-TR-182 b,2008,Transit,1.0245,0.0513517,
HD 85512 b,2011,RV,0.0113953,0.260405,11.152
HD 106252 b,2002,RV,6.95913,2.61147,37.7074
Kepler-222 d,2014,Transit,0.0422294,0.180811,
Kepler-394 b,2014,Transit,0.0119197,0.0783155,
18 Del b,2008,RV,10.298,2.58655,75.3012
Kepler-218 b,2014,Transit,0.0112762,0.0461345,
Kepler-54 c,2012,Transit,0.00602351,0.0822829,
Kepler-33 b,2011,Transit,0.0128331,0.0677431,
Kepler-391 b,2014,Transit,0.0305853,0.0744302,
Kepler-55 e,2014,Transit,0.011604,0.0542683,
Kepler-34 b,2012,Transit,0.220004,0.86856,
Kepler-383 b,2014,Transit,0.00769114,0.107672,
HD 171028 b,2007,RV,1.98809,1.31895,109.89
Kepler-336 b,2014,Transit,0.00313003,0.0313231,
WASP-1 b,2007,Transit,0.918,0.0385203,408.163
XO-5 b,2008,Transit,1.15251,0.0508651,270.27
HAT-P-3 b,2007,Transit,0.595712,0.0388252,138.696
Kepler-252 c,2014,Transit,0.0160511,0.0959074,
Kepler-247 b,2014,Transit,0.0121773,0.0436956,
Kepler-251 e,2014,Transit,0.0232079,0.420626,
Kepler-282 b,2014,Transit,0.00302153,0.0860552,
Kepler-354 c,2014,Transit,0.00749504,0.129058,
upsilon And d,1999,RV,4.11582,2.52452,13.4916
Kepler-102 b,2014,Transit,0,0.0551367,
